Owner_Name,Account_Name,Stage,Closing_Date,Amount,Close_Month,Close_Year,Year,Month,Month_Name,Day_of_Week,Quarter
Jonathan Berthelot,Rundofase,Lost,2017-03-06,0.0,3.0,2017.0,2017.0,3.0,Mar,Monday,Q1
Jonathan Berthelot,Rangreen,Won,2017-05-06,4736.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Markita Hansen,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Maureen Marcano,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Niesha Huffines,Genco Pura Olive Oil Company,Lost,2017-05-05,0.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Versie Hillebrand,Zumgoity,Lost,2017-05-22,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Vicki Laflamme,Hatfan,Won,2017-05-25,64.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Vicki Laflamme,J-Texon,Won,2017-06-05,55.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Vicki Laflamme,Goodsilron,Won,2017-03-13,2970.0,3.0,2017.0,2017.0,3.0,Mar,Monday,Q1
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Cecily Lampkin,Scottech,Lost,2017-05-19,0.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Corliss Cosme,Bubba Gump,Won,2017-05-13,5035.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Darcel Schlecht,Domzoom,Lost,2017-05-31,0.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Darcel Schlecht,Funholding,Won,2017-03-10,4774.0,3.0,2017.0,2017.0,3.0,Mar,Friday,Q1
Elease Gluck,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
James Ascencio,Kan-code,Won,2017-05-16,5390.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Marty Freudenburg,Codehow,Won,2017-06-06,1190.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Moses Frase,Betatech,Won,2017-05-14,5755.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Rosalina Dieter,Scotfind,Won,2017-06-13,4933.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Versie Hillebrand,Ron-tech,Won,2017-06-04,3642.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Vicki Laflamme,Blackzim,Lost,2017-05-07,0.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Cassey Cress,Kan-code,Won,2017-03-17,2923.0,3.0,2017.0,2017.0,3.0,Mar,Friday,Q1
Corliss Cosme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Zathunicon,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Darcel Schlecht,Zumgoity,Won,2017-03-10,5035.0,3.0,2017.0,2017.0,3.0,Mar,Friday,Q1
Maureen Marcano,Zoomit,Lost,2017-05-26,0.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Versie Hillebrand,dambase,Won,2017-05-20,54.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Versie Hillebrand,Konmatfix,Won,2017-05-01,54.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Violet Mclelland,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Wilburn Farren,Initech,Won,2017-05-26,592.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Darcel Schlecht,Toughzap,Won,2017-05-16,640.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Darcel Schlecht,Dontechi,Won,2017-05-05,5127.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Darcel Schlecht,Betatech,Won,2017-06-17,3822.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Gladys Colclough,Dontechi,Lost,2017-06-17,0.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Kami Bicknell,Blackzim,Lost,2017-06-13,0.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Lajuana Vencill,Gogozoom,Won,2017-05-02,574.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Lajuana Vencill,Codehow,Won,2017-06-18,2525.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Rosalina Dieter,Groovestreet,Won,2017-06-07,30288.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Vicki Laflamme,Goodsilron,Lost,2017-05-18,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Zane Levy,Scotfind,Lost,2017-03-29,0.0,3.0,2017.0,2017.0,3.0,Mar,Wednesday,Q1
Boris Faz,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Elease Gluck,Cheers,Lost,2017-05-09,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Elease Gluck,Kan-code,Lost,2017-05-01,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Gladys Colclough,Inity,Won,2017-05-14,3581.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Jonathan Berthelot,Warephase,Lost,2017-03-12,0.0,3.0,2017.0,2017.0,3.0,Mar,Sunday,Q1
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Niesha Huffines,Conecom,Lost,2017-05-05,0.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Versie Hillebrand,Finhigh,Won,2017-03-30,54.0,3.0,2017.0,2017.0,3.0,Mar,Thursday,Q1
Vicki Laflamme,Condax,Engaging,,472.0,-1.0,-1.0,,,,,
Boris Faz,Konex,Won,2017-06-03,1121.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Cassey Cress,Silis,Won,2017-06-04,477.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Corliss Cosme,Condax,Won,2017-05-05,515.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Daniell Hammack,Ganjaflex,Lost,2017-05-01,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Donn Cantrell,Umbrella Corporation,Lost,2017-05-11,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Hayden Neloms,Goodsilron,Won,2017-06-20,975.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Hayden Neloms,Sunnamplex,Won,2017-05-01,3376.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
James Ascencio,Fasehatice,Won,2017-03-12,458.0,3.0,2017.0,2017.0,3.0,Mar,Sunday,Q1
Jonathan Berthelot,Globex Corporation,Lost,2017-05-16,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Kami Bicknell,Golddex,Lost,2017-05-23,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Kami Bicknell,Golddex,Won,2017-03-14,622.0,3.0,2017.0,2017.0,3.0,Mar,Tuesday,Q1
Kami Bicknell,Lexiqvolax,Won,2017-06-09,441.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Kary Hendrixson,Konex,Lost,2017-05-15,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Marty Freudenburg,Ron-tech,Won,2017-05-21,538.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Maureen Marcano,Goodsilron,Won,2017-03-29,4667.0,3.0,2017.0,2017.0,3.0,Mar,Wednesday,Q1
Niesha Huffines,Codehow,Won,2017-06-15,1018.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Reed Clapper,Bluth Company,Won,2017-05-09,4671.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Vicki Laflamme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Violet Mclelland,Bubba Gump,Won,2017-05-16,4634.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Zane Levy,J-Texon,Lost,2017-06-10,0.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Cecily Lampkin,Warephase,Won,2017-05-09,3470.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Corliss Cosme,Dontechi,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Silis,Lost,2017-05-18,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Donn Cantrell,Acme Corporation,Won,2017-05-30,5366.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Gladys Colclough,Rundofase,Lost,2017-05-26,0.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Hayden Neloms,Cheers,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Groovestreet,Won,2017-05-17,582.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Kary Hendrixson,Sunnamplex,Won,2017-05-02,583.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Niesha Huffines,dambase,Lost,2017-05-16,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Vicki Laflamme,Fasehatice,Won,2017-05-19,6079.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Zane Levy,Fasehatice,Lost,2017-05-07,0.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Zane Levy,Konex,Won,2017-06-02,1068.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Anna Snelling,Cancity,Won,2017-05-04,55.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Cassey Cress,Sumace,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Yearin,Lost,2017-05-02,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Cassey Cress,Betasoloin,Won,2017-03-27,493.0,3.0,2017.0,2017.0,3.0,Mar,Monday,Q1
Darcel Schlecht,Ron-tech,Lost,2017-06-20,0.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Darcel Schlecht,Condax,Won,2017-03-25,5559.0,3.0,2017.0,2017.0,3.0,Mar,Saturday,Q1
Elease Gluck,Mathtouch,Engaging,,472.0,-1.0,-1.0,,,,,
Elease Gluck,Scotfind,Won,2017-05-09,3351.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Lajuana Vencill,Isdom,Won,2017-05-13,501.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Maureen Marcano,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Moses Frase,Inity,Lost,2017-05-08,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Reed Clapper,Mathtouch,Won,2017-05-07,532.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Vicki Laflamme,Sonron,Lost,2017-05-24,0.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Vicki Laflamme,Green-Plus,Won,2017-05-04,3103.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Wilburn Farren,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Corliss Cosme,Gekko & Co,Won,2017-05-22,5505.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Hayden Neloms,Isdom,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Zoomit,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Y-corporation,Lost,2017-05-22,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Maureen Marcano,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Moses Frase,Rangreen,Won,2017-05-15,1068.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Vicki Laflamme,Cheers,Won,2017-05-04,3357.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Violet Mclelland,Mathtouch,Lost,2017-05-06,0.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Zane Levy,Sonron,Lost,2017-05-27,0.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Zane Levy,Finjob,Won,2017-06-23,532.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Cassey Cress,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Condax,Lost,2017-05-06,0.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Darcel Schlecht,Funholding,Won,2017-05-05,5786.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Elease Gluck,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Hayden Neloms,Sonron,Lost,2017-05-11,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Jonathan Berthelot,Streethex,Won,2017-05-19,1131.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Kami Bicknell,Y-corporation,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Umbrella Corporation,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Scotfind,Won,2017-05-15,5401.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Marty Freudenburg,Konmatfix,Won,2017-03-28,1062.0,3.0,2017.0,2017.0,3.0,Mar,Tuesday,Q1
Maureen Marcano,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Reed Clapper,Zotware,Won,2017-03-23,3695.0,3.0,2017.0,2017.0,3.0,Mar,Thursday,Q1
Rosie Papadopoulos,Condax,Lost,2017-06-04,0.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Versie Hillebrand,Finhigh,Won,2017-06-03,60.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Vicki Laflamme,Groovestreet,Lost,2017-05-28,0.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Vicki Laflamme,Singletechno,Won,2017-06-13,2919.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Cassey Cress,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Betatech,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Plussunin,Won,2017-05-01,623.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Corliss Cosme,Umbrella Corporation,Lost,2017-03-31,0.0,3.0,2017.0,2017.0,3.0,Mar,Friday,Q1
Darcel Schlecht,Scottech,Lost,2017-05-04,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Elease Gluck,Genco Pura Olive Oil Company,Engaging,,472.0,-1.0,-1.0,,,,,
James Ascencio,Scotfind,Won,2017-05-04,49.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Jonathan Berthelot,Stanredtax,Lost,2017-05-24,0.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Jonathan Berthelot,Codehow,Won,2017-05-04,612.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Hottechi,Won,2017-03-18,534.0,3.0,2017.0,2017.0,3.0,Mar,Saturday,Q1
Kami Bicknell,Condax,Won,2017-06-07,1103.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Kary Hendrixson,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Lajuana Vencill,Conecom,Won,2017-05-10,582.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Marty Freudenburg,Condax,Lost,2017-05-13,0.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Marty Freudenburg,Cancity,Won,2017-05-04,6292.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Niesha Huffines,Funholding,Lost,2017-06-25,0.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Rosalina Dieter,Groovestreet,Won,2017-05-24,63.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Versie Hillebrand,Globex Corporation,Won,2017-05-13,3522.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Vicki Laflamme,Konex,Lost,2017-05-29,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Vicki Laflamme,Plexzap,Won,2017-05-04,532.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Violet Mclelland,Iselectrics,Lost,2017-05-04,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Wilburn Farren,Kinnamplus,Won,2017-05-22,3645.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Zane Levy,Y-corporation,Lost,2017-05-10,0.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Anna Snelling,Gogozoom,Won,2017-03-01,4760.0,3.0,2017.0,2017.0,3.0,Mar,Wednesday,Q1
Corliss Cosme,Betasoloin,Won,2017-05-25,603.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Daniell Hammack,Bioplex,Lost,2017-05-22,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Daniell Hammack,Yearin,Won,2017-03-02,3249.0,3.0,2017.0,2017.0,3.0,Mar,Thursday,Q1
Darcel Schlecht,Dontechi,Lost,2017-03-17,0.0,3.0,2017.0,2017.0,3.0,Mar,Friday,Q1
Darcel Schlecht,Statholdings,Lost,2017-05-18,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Darcel Schlecht,Zumgoity,Lost,2017-05-09,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Donn Cantrell,Acme Corporation,Won,2017-06-11,5724.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Hayden Neloms,Groovestreet,Lost,2017-05-02,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Hayden Neloms,Plexzap,Lost,2017-05-11,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Kary Hendrixson,Faxquote,Won,2017-05-02,516.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Marty Freudenburg,Rangreen,Won,2017-05-27,1050.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Maureen Marcano,Plexzap,Won,2017-05-23,4519.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Niesha Huffines,Funholding,Lost,2017-05-25,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Niesha Huffines,Dontechi,Won,2017-06-05,672.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Reed Clapper,Mathtouch,Won,2017-03-20,896.0,3.0,2017.0,2017.0,3.0,Mar,Monday,Q1
Vicki Laflamme,Konex,Won,2017-03-23,587.0,3.0,2017.0,2017.0,3.0,Mar,Thursday,Q1
Vicki Laflamme,Sonron,Won,2017-06-13,3426.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Boris Faz,Golddex,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Ontomedia,Won,2017-03-20,5021.0,3.0,2017.0,2017.0,3.0,Mar,Monday,Q1
Darcel Schlecht,Rangreen,Won,2017-03-30,1126.0,3.0,2017.0,2017.0,3.0,Mar,Thursday,Q1
Donn Cantrell,Umbrella Corporation,Won,2017-05-15,5473.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Elease Gluck,Sunnamplex,Lost,2017-05-30,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Elease Gluck,Rantouch,Won,2017-05-09,51.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Kami Bicknell,Scotfind,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Sonron,Won,2017-03-06,563.0,3.0,2017.0,2017.0,3.0,Mar,Monday,Q1
Lajuana Vencill,Isdom,Lost,2017-05-26,0.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Reed Clapper,Opentech,Lost,2017-05-14,0.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Reed Clapper,Kan-code,Won,2017-06-15,2928.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Reed Clapper,Zathunicon,Won,2017-06-05,3618.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Darcel Schlecht,Inity,Won,2017-05-16,1189.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Donn Cantrell,Donquadtech,Lost,2017-05-07,0.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Elease Gluck,Hatfan,Won,2017-05-22,60.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
James Ascencio,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Jonathan Berthelot,Statholdings,Lost,2017-05-11,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Kami Bicknell,Cheers,Won,2017-06-22,545.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Kami Bicknell,Labdrill,Won,2017-05-12,3035.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Kary Hendrixson,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Konex,Won,2017-06-23,584.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Markita Hansen,Scotfind,Lost,2017-05-15,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Maureen Marcano,Cheers,Won,2017-06-23,1069.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Maureen Marcano,Xx-holding,Won,2017-06-22,1035.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Rosalina Dieter,Golddex,Engaging,,472.0,-1.0,-1.0,,,,,
Rosie Papadopoulos,Ganjaflex,Lost,2017-03-02,0.0,3.0,2017.0,2017.0,3.0,Mar,Thursday,Q1
Vicki Laflamme,Scotfind,Won,2017-03-24,4510.0,3.0,2017.0,2017.0,3.0,Mar,Friday,Q1
Violet Mclelland,Vehement Capital Partners,Lost,2017-06-05,0.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Violet Mclelland,Zotware,Won,2017-05-08,49.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Anna Snelling,Rundofase,Won,2017-06-07,59.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Cassey Cress,Kan-code,Won,2017-03-04,4705.0,3.0,2017.0,2017.0,3.0,Mar,Saturday,Q1
Cecily Lampkin,Zumgoity,Won,2017-06-03,5148.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Corliss Cosme,Ganjaflex,Won,2017-05-08,4833.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Daniell Hammack,Mathtouch,Won,2017-05-31,4664.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Donn Cantrell,Plussunin,Won,2017-05-12,475.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Hayden Neloms,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Hayden Neloms,Labdrill,Won,2017-06-13,3807.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
James Ascencio,Faxquote,Engaging,,472.0,-1.0,-1.0,,,,,
Jonathan Berthelot,Stanredtax,Won,2017-05-21,518.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Kami Bicknell,Dalttechnology,Won,2017-05-09,1050.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Maureen Marcano,Y-corporation,Won,2017-05-24,4596.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Rosalina Dieter,Cheers,Engaging,,472.0,-1.0,-1.0,,,,,
Violet Mclelland,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Y-corporation,Won,2017-05-05,618.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Zane Levy,Singletechno,Won,2017-05-02,3460.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Daniell Hammack,Ontomedia,Won,2017-05-21,5751.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Darcel Schlecht,Konmatfix,Won,2017-05-28,5639.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Donn Cantrell,Bioplex,Lost,2017-06-02,0.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Garret Kinder,Zencorporation,Won,2017-05-18,4766.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Hayden Neloms,Opentech,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Scotfind,Lost,2017-05-09,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Kary Hendrixson,Singletechno,Won,2017-05-11,589.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Marty Freudenburg,Finhigh,Lost,2017-05-31,0.0,5.0,2017.0,2017.0,5.0,May,Wednesday,Q2
Moses Frase,Hottechi,Lost,2017-05-16,0.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Vicki Laflamme,Faxquote,Engaging,,472.0,-1.0,-1.0,,,,,
Violet Mclelland,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Violet Mclelland,Massive Dynamic,Won,2017-05-18,533.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Anna Snelling,Conecom,Lost,2017-05-05,0.0,5.0,2017.0,2017.0,5.0,May,Friday,Q2
Anna Snelling,Domzoom,Won,2017-05-30,63.0,5.0,2017.0,2017.0,5.0,May,Tuesday,Q2
Cassey Cress,Bioplex,Won,2017-05-08,4942.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Darcel Schlecht,dambase,Won,2017-06-12,4650.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Darcel Schlecht,Konmatfix,Won,2017-06-16,4829.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Donn Cantrell,Betasoloin,Won,2017-05-29,987.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Donn Cantrell,Gekko & Co,Won,2017-03-02,4246.0,3.0,2017.0,2017.0,3.0,Mar,Thursday,Q1
Donn Cantrell,Iselectrics,Won,2017-05-06,5702.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Donn Cantrell,Silis,Won,2017-06-14,2981.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Gladys Colclough,Hottechi,Lost,2017-05-13,0.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Hayden Neloms,Konex,Won,2017-05-01,2873.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Jonathan Berthelot,Treequote,Lost,2017-05-11,0.0,5.0,2017.0,2017.0,5.0,May,Thursday,Q2
Markita Hansen,Vehement Capital Partners,Engaging,,472.0,-1.0,-1.0,,,,,
Markita Hansen,Bioholding,Engaging,,472.0,-1.0,-1.0,,,,,
Rosie Papadopoulos,The New York Inquirer,Lost,2017-05-07,0.0,5.0,2017.0,2017.0,5.0,May,Sunday,Q2
Versie Hillebrand,Gogozoom,Won,2017-06-03,528.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Versie Hillebrand,Scottech,Won,2017-06-18,1199.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Zane Levy,Zoomit,Lost,2017-03-01,0.0,3.0,2017.0,2017.0,3.0,Mar,Wednesday,Q1
Anna Snelling,Streethex,Lost,2017-05-13,0.0,5.0,2017.0,2017.0,5.0,May,Saturday,Q2
Corliss Cosme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Darcel Schlecht,Streethex,Lost,2017-05-08,0.0,5.0,2017.0,2017.0,5.0,May,Monday,Q2
Garret Kinder,Bluth Company,Lost,2017-03-23,0.0,3.0,2017.0,2017.0,3.0,Mar,Thursday,Q1
Garret Kinder,Ontomedia,Lost,2017-03-04,0.0,3.0,2017.0,2017.0,3.0,Mar,Saturday,Q1
Garret Kinder,Ganjaflex,Won,2017-03-06,3507.0,3.0,2017.0,2017.0,3.0,Mar,Monday,Q1
